cui;cueanexo;cue;anexo;dom_edific;otras_entr;dom_establ;nombre_est;nomb_abrev;telefono;nivtip;tipest;sector;depfun;de;comunas;barrio;areaprogra;point_x;point_y;longitude;latitude
1201;20114600;201146;0;Avda. Belgrano 1548;;Avda. Belgrano 1548;Colegio Los Robles;Col Los Robles;4383-5746/5720;PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;MONTSERRAT;HTAL. DR. J.M. RAMOS MEJÍA;106893;101721;-58.3881;-34.6137
1225;20114700;201147;0;Matheu 1472;;Matheu 1472;Inst. Nuevo Horizonte;I Nuevo Horizonte;4941-1724;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;105924;100277;-58.3987;-34.6268
1092;20157700;201577;0;Bartolomé Mitre 784;;Bartolomé Mitre 784;Inst. de Capacitación Inmobiliaria;I de Capacitación Inmobiliaria;5031-3333;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;1;SAN NICOLAS;HTAL. DR. C. ARGERICH;107862;102455;-58.3776;-34.6071
1212;20181000;201810;0;Carlos Calvo 2217;;Carlos Calvo 2217;Trampolín;Trampolín;4941-6090;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;106039;100956;-58.3975;-34.6206
1216;20185300;201853;0;Combate de los Pozos 146;;Combate de los Pozos 146;Inst. Superior de Viajantes I.E.S.E.V.E.;I Sup de Viajantes IESEVE;4382-7179/7428/7455;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106428;102037;-58.3932;-34.6109
1799;20185400;201854;0;Paraná 140;;Paraná 140;Fundación Perito Moreno;Fund Perito Moreno;4371-2880/2779;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;1;SAN NICOLAS;HTAL. DR. J.M. RAMOS MEJÍA;106917;102430;-58.3879;-34.6073
1209;20176500;201765;0;Virrey Cevallos 771;;Virrey Cevallos 771;Jardín de Infantes Cevallitos;JI Cevallitos;4381-8439;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;MONTSERRAT;HTAL. DR. J.M. RAMOS MEJÍA;106805;101290;-58.3891;-34.6176
1233;20193200;201932;0;Venezuela 1262;;Venezuela 1262;Fundación Docencia e Investigacion para la Salud;Fund Doc Invest para la Salud;4383-8789 4381-6923;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;MONTSERRAT;HTAL. DR. J.M. RAMOS MEJÍA;107275;101631;-58.384;-34.6145
1215;20200200;202002;0;Cochabamba 868;;Cochabamba 868;Centro de Investigación y Experimentación en Video Y Cine;C I y E Video y Cine;4307-6170/7297;SNUArt;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;CONSTITUCION;HTAL. DR. C. ARGERICH;107815;100618;-58.3781;-34.6237
1224;20205000;202050;0;Humberto I° 1275/81;Humberto I° 1283;Humberto I° 1281;Inst. San Columba;I San Columba;4306-7038 4304-9904;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;CONSTITUCION;HTAL. DR. J.M. RAMOS MEJÍA;107271;100920;-58.384;-34.6209
2302;20211100;202111;0;Talcahuano 78;;Talcahuano 78;Centro de Estudio Superior;C de Estudio Superior;5353-3007;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;1;SAN NICOLAS;HTAL. DR. J.M. RAMOS MEJÍA;107178;102372;-58.385;-34.6079
1203;20219100;202191;0;Avda. de Mayo 1460;;Avda. de Mayo 1460 E.piso;Inst. Prof. de Enseñanza Superior IPES;IPES;4384-9111;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;MONTSERRAT;HTAL. DR. J.M. RAMOS MEJÍA;107012;102178;-58.3869;-34.6096
1199;20221400;202214;0;Adolfo Alsina 2185;;Adolfo Alsina 2185;Proyecto Sur;Proyecto Sur;4952-2547;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106070;101940;-58.3971;-34.6118
1247;20161500;201615;0;Avda. Juan de Garay 556;Avda. Brasil 559;Avda. Juan de Garay 556;Inst. María Auxiliadora;I María Auxiliadora;4361-5701 4300-8667;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;SAN TELMO;HTAL. DR. C. ARGERICH;108242;100517;-58.3734;-34.6246
1258;20050800;200508;0;Pinzón 1480;;Pinzón 1480;Inst. Sta. Felicitas;I Sta Felicitas;4302-8052 4650-7940;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BARRACAS;HTAL. DR. C. ARGERICH;108329;99143.5;-58.3725;-34.637
1243;20045600;200456;0;Avda. Paseo Colón 465;;Avda. Paseo Colón 465;Hogar Maternal 04 C. M. de Varela;Hogar Maternal 4 C M de Varela;4331-1300;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;MONTSERRAT;HTAL. DR. C. ARGERICH;108588;101793;-58.3697;-34.6131
1251;20045700;200457;0;Moreno 343;;Moreno 343;Inst. San Francisco;I San Francisco;4343-1933;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;MONTSERRAT;HTAL. DR. C. ARGERICH;108450;102003;-58.3712;-34.6112
1254;20050300;200503;0;Olavarría 486;;Olavarría 486;Colegio San Juan Evangelista;Col San Juan Evangelista;4301-1155 4302-2194;IniCom - PriCom - MedCom - MedAdu;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BOCA;HTAL. DR. C. ARGERICH;109510;99169.4;-58.3596;-34.6367
1256;20010400;200104;0;Palos 560;;Puerto de Palos 560;Inst. María Auxiliadora;I María Auxiliadora;4301-1178;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BOCA;HTAL. DR. C. ARGERICH;109290;99253.6;-58.362;-34.636
1242;20052100;200521;0;Avda. Manuel Montes de Oca 1844;;Avda. Manuel Montes de Oca 1844;Inst. Zaccaria;I Zaccaria;4301-9016 4302-2895;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BARRACAS;HTAL. DR. C. ARGERICH;108325;97844.9;-58.3725;-34.6487
1250;20054100;200541;0;Martín Rodríguez 864;;Martín Rodríguez 864;Inst. Privado Hogar Infancia de la Boca;I Priv Hogar Infancia de la Boca;4301-4494;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BOCA;HTAL. DR. C. ARGERICH;109429;99297.5;-58.3605;-34.6356
1244;20002900;200029;0;Benito Quinquela Martín 1151;;Benito Quinquela Martín 1151;Inst. San Pedro;I San Pedro;4301-3261;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BOCA;HTAL. DR. C. ARGERICH;108872;98526.1;-58.3665;-34.6425
1255;20000100;200001;0;Olavarría 677;Suárez 684;Olavarría 677;Escuela Evangélica William C. Morris;Esc Evang William C. Morris;4301-1606/2922;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BOCA;HTAL. DR. C. ARGERICH;109250;99064.4;-58.3624;-34.6377
1253;20164600;201646;0;Necochea 330;;Necochea 330;Inst. Madre de los Emigrantes;I Madre de los Emigrantes;4361-7689/6593;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BOCA;HTAL. DR. C. ARGERICH;109125;100176;-58.3638;-34.6276
1252;20045500;200455;0;Wenceslao Villafañe 1539;;Wenceslao Villafañe 1539;Escuela Integral Rabino Elias Suli;Esc Integral Rabino Elias Suli;4320-3620/7247;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;4;BARRACAS;HTAL. DR. C. ARGERICH;108227;99367.3;-58.3736;-34.6349
1248;20005500;200055;0;Defensa 1318;;Defensa 1318;Inst. Integral del Sud;I Integral del Sud;4361-5631;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;SAN TELMO;HTAL. DR. C. ARGERICH;108449;100656;-58.3712;-34.6233
1245;20054300;200543;0;Bolívar 1163;;Bolívar 1163;Inst. Privado Simón Bolivar;I Priv Simón Bolívar;4361-6506 362-5766;MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;SAN TELMO;HTAL. DR. C. ARGERICH;108289;100873;-58.3729;-34.6214
1257;20051500;200515;0;Perú 358;;Perú 358;Escuela de Periodismo Circulo de la Prensa;E de Periodismo Círculo de la Prensa;4334-5908/5981;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;MONTSERRAT;HTAL. DR. C. ARGERICH;108130;101894;-58.3747;-34.6122
2140;20112100;201121;0;Avda. Leandro N. Alem 36;;Avda. Leandro N. Alem 36;Inst. Privado Cámara Argentina de Comercio;I P Cámara Arg de Comercio;5300-9000;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;1;SAN NICOLAS;HTAL. DR. C. ARGERICH;108514;102449;-58.3705;-34.6072
1246;20160300;201603;0;Bolívar 292;;Bolívar 292;Inst. de Capacitación Aduanera;I de Capacitación Aduanera;4343-6256/8267;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;MONTSERRAT;HTAL. DR. C. ARGERICH;108257;101993;-58.3733;-34.6113
1251;20218600;202186;0;Moreno 343;;Moreno 343;Inst. Superior de Educación Profesional 13 de julio;I Sup de Educ Prof 13 de Julio;4331-2731;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;4;1;MONTSERRAT;HTAL. DR. C. ARGERICH;108450;102003;-58.3712;-34.6112
1273;20076800;200768;0;Piedras 1527;;Piedras 1527;Inst. Sta. Catalina;I Sta Catalina;4300-1731/2194;IniCom - PriCom - MedCom - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;1;CONSTITUCION;HTAL. DR. C. ARGERICH;107989;100297;-58.3762;-34.6266
1270;20148200;201482;0;Herrera 575;;Herrera 575;Inst. Sta. María del Rosario;I Sta María del Rosario;4307-5042;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;4;BARRACAS;HTAL. DR. C. ARGERICH;107783;99222.5;-58.3784;-34.6362
1264;20167300;201673;0;Avda. Vélez Sársfield 1351;California 3018;California 3018;Inst. Sagrado Corazón;I Sagrado Corazón;4301-9375/0142;IniCom - PriCom - PriAdu - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;4;BARRACAS;HTAL. J.M. PENNA;106785;97646.3;-58.3893;-34.6505
1266;20076900;200769;0;Avda. Brasil 882;;Avda. Brasil 882;Hogar Maternal 02 Felicia Ramón de Palacios;Hogar Maternal 2 F R de Palacio;4300-0730/0431;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;1;CONSTITUCION;HTAL. DR. C. ARGERICH;107916;100270;-58.377;-34.6268
1265;20062000;200620;0;Santa María del Buen Aire 953;;Santa María del Buen Aire 953;Inst. Ntra. Sra. del Buen Consejo;I Ntra Sra del Buen Consejo;4301-1780;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;4;BARRACAS;HTAL. J.M. PENNA;107537;97225;-58.3811;-34.6543
1262;20121700;201217;0;Avda. Caseros 2776;;Avda. Caseros 2776;Inst. La Inmaculada;I La Inmaculada;4914-0961/8721 4911-4096;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;4;PARQUE PATRICIOS;HTAL. J.M. PENNA;105648;99185.6;-58.4017;-34.6366
1267;20168000;201680;0;Cachi 724;;Cachi 724;Inst. Ntra. Sra. de la Divina Providencia;I Ntra Sra de la Divina Providencia;4911-2654;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104780;97572.5;-58.4112;-34.6511
1261;20168100;201681;0;Alberto Einstein 599;;Alberto Einstein 599;Inst. San Vicente de Paul;I San Vicente de Paul;4911-0783;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104665;97441.6;-58.4124;-34.6523
1486;20122000;201220;0;Avda. San Isidro Labrador 4640;Avda. San Isidro Labrador 4646;Avda. San Isidro Labrador 4640/6;Inst. San Isidro Labrador;I San Isidro Labrador;4702-6286;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;10;12;SAAVEDRA;HTAL. DR. PIROVANO;98965.1;109657;-58.4746;-34.5422
1469;20169100;201691;0;Amenábar 2972;;Amenábar 2972;Inst. Privado David Wolfsohn;I Priv David Wolfsohn;4545-6020;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;10;13;NUÑEZ;HTAL. DR. PIROVANO;99841;108153;-58.465;-34.5558
1146;20210300;202103;0;Gorriti 4073;;Gorriti 4079;Inst. Federico Dominick;I Federico Dominick;4824-3117 4861-2369;PriEsp;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;2;14;PALERMO;HTAL. J.A.FERNANDEZ;103746;103778;-58.4225;-34.5952
1177;20221600;202216;0;Sarmiento 3711;;Sarmiento 3711;Inst. Dulce de Leche;I Dulce de Leche;4865-5035;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;2;5;ALMAGRO;HTAL. DR. J.M. RAMOS MEJÍA;104224;102654;-58.4173;-34.6053
1208;20074800;200748;0;Avda. San Juan 983;Avda. San Juan 961;Avda. San Juan 961/83;Colegio Esteban Echeverría;Col E Echeverría;4300-5032/2147;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;CONSTITUCION;HTAL. DR. C. ARGERICH;107693;100807;-58.3794;-34.622
1231;20028700;200287;0;Sarandí 735;;Sarandí 735;Inst. Euskal-Echea;I Euskal-Echea;4942-7565 4308-5401/04;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106297;101302;-58.3946;-34.6175
1218;20149600;201496;0;Avda. Entre Ríos 1428;Constitución 1776;Avda. Entre Ríos 1428;Inst. José Manuel Estrada;I Jose Manuel Estrada;4304-0576 4306-6068;MedCom - MedAdu - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;CONSTITUCION;HTAL. DR. J.M. RAMOS MEJÍA;106645;100435;-58.3908;-34.6253
1268;20170100;201701;0;Avda. Entre Ríos 1974;Av Entre Rios 1976;Avda. Entre Ríos 1974/76;Inst. Prebístero Manuel Alberti;I Prebístero Manuel Alberti;4305-0313;MedCom - MedAdu;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;5;1;CONSTITUCION;HTAL. J.M. PENNA;106674;99786.8;-58.3905;-34.6312
1206;20114900;201149;0;Avda. Independencia 2140;;Avda. Independencia 2140;Inst. Ntra. Sra. del Huerto;I Ntra Sra del Huerto;4942-4585/0583;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;106123;101183;-58.3965;-34.6186
1213;20074900;200749;0;Carlos Calvo 922;;Carlos Calvo 922;Inst. Jesús María de San Vicente de Paul;I Jesús María de San Vicente de Paul;4300-2468/3172;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;CONSTITUCION;HTAL. DR. C. ARGERICH;107730;101044;-58.379;-34.6198
1232;20065000;200650;0;Solís 252;;Solís 252;Colegio Don Bosco;Col Don Bosco;4372-9525/7692;PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;3;1;MONTSERRAT;HTAL. DR. J.M. RAMOS MEJÍA;106700;101914;-58.3903;-34.612
1712;20236200;202362;0;Helguera 2333;;Helguera 2333;Inst. Privado La Escuela de Hilel;I Priv La Esc. de Hilel;4504-1908;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR. T. ALVAREZ;97746.3;102379;-58.4879;-34.6078
1102;20237300;202373;0;Larrea 1208;;Larrea 1208;Jardín de Los Robles;J de los Robles;;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;105738;103961;-58.4007;-34.5935
1777;20237400;202374;0;Moliere 760;;Moliere 760;Girasoles Escuela Activa;Girasoles Escuela Activa;4567-2155;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;96100.9;99715.9;-58.5058;-34.6318
1024;20117600;201176;0;Bartolomé Mitre 1655;;Bartolomé Mitre 1655;Inst. Sta. Rosa;I Sta Rosa;4372-2959;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;1;SAN NICOLAS;HTAL. DR. J.M. RAMOS MEJÍA;106719;102381;-58.39;-34.6078
1502;20052700;200527;0;Echeverría 3361;;Echeverría 3361;Inst. San Brendano;I San Brendano;4555-5002;PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;10;13;BELGRANO;HTAL. DR. PIROVANO;99803.7;106741;-58.4654;-34.5685
1017;20060500;200605;0;Ayacucho 474;;Ayacucho 474;Inst. Corazón de Jesus;I Corazón de Jesús;4953-2801 4954-5587;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106217;102844;-58.3955;-34.6036
1071;20072100;200721;0;Riobamba 1159;;Riobamba 1059;Escuela Argentina Modelo;Esc Argentina Modelo;4811-2705;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;106317;103780;-58.3944;-34.5952
1279;20095800;200958;0;24 de Noviembre 997;;24 de Noviembre 997;Inst. Secundario El Taller;I Sec El Taller;4957-1907;MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;104821;100740;-58.4107;-34.6226
352;20155800;201558;0;Yapeyú 197;;Yapeyú 197;Inst. Superior del Prof. Don Bosco;I Sup del Prof Don Bosco;4981-1337;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;5;ALMAGRO;HTAL. DR. C.G. DURAND;103805;101643;-58.4218;-34.6144
1294;20148900;201489;0;Humberto I° 3046;;Humberto I° 3046;Colegio Argentino Arabe;Col Argentino Arabe;4932-5188;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;105069;100645;-58.408;-34.6234
1289;20176800;201768;0;Venezuela 3648;;Venezuela 3648;Inst. de Educación. Especial Essere;I de Educ. Especial Essere;4982-9269;IniEsp - PriEsp - Otras;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;5;ALMAGRO;HTAL. DR. C.G. DURAND;104203;101295;-58.4175;-34.6176
1283;20187300;201873;0;Agrelo 3668;;Agrelo 3668;Inst. Educativo Huellas;I Educ Huellas;4931-8049;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;5;ALMAGRO;HTAL. DR. C.G. DURAND;104180;101170;-58.4177;-34.6187
1288;20176400;201764;0;Carlos Calvo 3850;;Carlos Calvo 3850;Escuela Generacion del Futuro;Esc Generación del Futuro;4957-6344;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;5;BOEDO;HTAL. DR. C.G. DURAND;103992;100501;-58.4198;-34.6247
1296;20177700;201777;0;Moreno 3299;;Moreno 3299;Cosme Marin;Cosme Marín;4956-2039;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104643;101691;-58.4127;-34.614
1291;20188800;201888;0;Avda. Hipólito Yrigoyen 3700;;Avda. Hipólito Yrigoyen 3700;Inst. Intengral de Educación;I Integral de Educación;4867-3701;MedCom - MedAdu - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;5;ALMAGRO;HTAL. DR. C.G. DURAND;104107;101644;-58.4185;-34.6144
1287;20188300;201883;0;Avda. Juan de Garay 2715;;Avda. Juan de Garay 2715;Escuela Nueva Esperanza;Esc Nueva Esperanza;4941-0103/7174;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;105552;100057;-58.4028;-34.6287
1279;20192100;201921;0;24 de Noviembre 997;;24 de Noviembre 997;Inst. Primera Escuela Privada de Psicología;I Primera Esc. Priv. de Psicología;4957-1907 4931-0200;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;104821;100740;-58.4107;-34.6226
1300;20206000;202060;0;Yapeyú 582;;Yapeyú 582;Jardín Materno Infantil Amanecer;JMI Amanecer;4982-9707 4981-4104;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;6;5;ALMAGRO;HTAL. DR. C.G. DURAND;103840;101176;-58.4214;-34.6187
1319;20137300;201373;0;Avda. Rivadavia 4641;;Avda. Rivadavia 4641;Inst. Guillermo Rawson;I Guillermo Rawson;4901-1234;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;7;6;CABALLITO;HTAL. DR. C.G. DURAND;102931;101486;-58.4313;-34.6159
1313;20082800;200828;0;Almte. Francisco J. Seguí 863;;Almte. Francisco J. Seguí 863;Inst. Monseñor Dillon;I Mons Dillon;4581-4159 4584-5565;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;7;6;CABALLITO;HTAL. DR. T. ALVAREZ;100635;101641;-58.4564;-34.6145
1326;20126800;201268;0;Espinosa 1220;;Espinosa 1220;Inst. Redemptrix Captivorum;I Redemptrix Captivorum;4581-1724;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;7;6;CABALLITO;HTAL. DR. T. ALVAREZ;100903;102208;-58.4535;-34.6094
1332;20068600;200686;0;Luis Viale 420;;Luis Viale 420;Inst. Regina Virginum Adoratrices;I Regina Virginum Adoratrices;4854-0417;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;7;15;VILLA CRESPO;HTAL. DR. C.G. DURAND;101492;102765;-58.447;-34.6043
1314;20140400;201404;0;Avda. Angel Gallardo y Leopoldo Marechal;;Avda. Angel Gallardo y Leopoldo Marechal;Inst. Privado Divino Rostro;I Priv Divino Rostro;4982-5277;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;7;6;CABALLITO;HTAL. DR. C.G. DURAND;102266;102642;-58.4386;-34.6054
