cui;cueanexo;cue;anexo;dom_edific;otras_entr;dom_establ;nombre_est;nomb_abrev;telefono;nivtip;tipest;sector;depfun;de;comunas;barrio;areaprogra;point_x;point_y;longitude;latitude
625;20199000;201990;0;Avda. Juan Bautista Alberdi 4755;;Avda. Juan Bautista Alberdi 4755;CENOF Centro Alberdi;CENOF Alberdi;4683-3331;Otras;CENOF (Centro de Educación No Formal);1;Gerencia Operativa de Educación y Trabajo;13;10;VILLA LURO;HTAL. DR. P. PIÑERO;97270.1;98414;-58.4931;-34.6436
626;20073700;200737;0;Saravia 2358;Homero 2159;Saravia 2358;Jardín de Infantes Nucleado C (EPCjs 08/13º) [Sede];JIN C (08) (s);4683-0777;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;98859.9;96686.6;-58.4757;-34.6591
626;20139200;201392;0;Saravia 2358;Homero 2159;Homero 2159;Esc. Primaria Común Nº 08 Reino de Thailandia;EPjs 08;4683-6366;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;98859.9;96686.6;-58.4757;-34.6591
626;20197400;201974;0;Saravia 2358;Homero 2159;Homero 2159;CENOF Centro Homero;CENOF Homero;4683-6366;Otras;CENOF (Centro de Educación No Formal);1;Gerencia Operativa de Educación y Trabajo;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;98859.9;96686.6;-58.4757;-34.6591
627;20010300;200103;0;Miralla 2666;;Miralla 2666;Esc. Primaria Común Nº 09 Homero Manzi;EPjs 09;4682-0899;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;13;8;VILLA LUGANO;HTAL. DR. P. PIÑERO;98286;96283;-58.482;-34.6628
628;20184100;201841;0;Lacarra 1135;Avda. Francisco Bilbao s/n - salida al Parque Avellaneda;Lacarra 1135;Jardín de Infantes Integral Nº 03/13º Jardin del Parque;JII 03/13;4671-4775;IniCom;JII (Jardín de Infantes Integral);1;Dir de Educación Inicial;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;98852.1;98276.9;-58.4758;-34.6448
628;20092800;200928;0;Lacarra 1135;Avda. Francisco Bilbao s/n - salida al Parque Avellaneda;Lacarra 1135;Esc. Primaria Común Nº 10 Antonio Zaccagnini;EPjc 10;4671-7008;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;98852.1;98276.9;-58.4758;-34.6448
629;20144000;201440;0;Olíden 2851;Olíden 2855 - Olíden 2849;Olíden 2855;Jardín de Infantes Común Nº 01/13º;JIC 01/13;4687-1133;IniCom;JIC (Jardín de Infantes Común);1;Dir de Educación Inicial;13;8;VILLA LUGANO;HTAL. DR. F. SANTOJANI;97588;96037;-58.4896;-34.665
637;20150500;201505;0;Homero 1157;;Homero 1157;Esc. Primaria Común Nº 20 Sargento Juan Bautista Cabral;EPjs 20;4683-3060;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;97760.1;97811;-58.4877;-34.649
637;20213800;202138;0;Homero 1157;;Homero 1157;Esc. Primaria p/Adultos Nº 20 Sargento Juan Bautista Cabral;EPA 20;4683-3060;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;97760.1;97811;-58.4877;-34.649
638;20055403;200554;3;José Enrique Rodó 4431;;José Enrique Rodó 4431;Jardín de Infantes Nucleado D (EPCjc 21/13º);JIN D (21);4671-5359;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;97836.1;98395.9;-58.4869;-34.6437
638;20116700;201167;0;José Enrique Rodó 4431;;José Enrique Rodó 4431;Esc. Primaria Común Nº 21 Pedro Inchauspe;EPjc 21;4671-5359;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;13;9;PARQUE AVELLANEDA;HTAL. DR. P. PIÑERO;97836.1;98395.9;-58.4869;-34.6437
822;20079700;200797;0;Gualeguaychú 550;Gualeguaychú 520;Gualeguaychú 550;Jardín de Infantes Común Nº 03/18º;JIC 03/18;4674-1576;IniCom;JIC (Jardín de Infantes Común);1;Dir de Educación Inicial;18;10;FLORESTA;HTAL. DR. T. ALVAREZ;97866.2;99966.9;-58.4866;-34.6296
822;20074500;200745;0;Gualeguaychú 550;Gualeguaychú 520;Gualeguaychú 520;Esc. Primaria Común Nº 23 Republica de Portugal;EPjs 23;4671-5315;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;18;10;FLORESTA;HTAL. DR. T. ALVAREZ;97866.2;99966.9;-58.4866;-34.6296
822;20197700;201977;0;Gualeguaychú 550;Gualeguaychú 520;Gualeguaychú 520;CENOF Centro Gualeguaychú;CENOF Gualeguaychú;4671-5315;Otras;CENOF (Centro de Educación No Formal);1;Gerencia Operativa de Educación y Trabajo;18;10;FLORESTA;HTAL. DR. T. ALVAREZ;97866.2;99966.9;-58.4866;-34.6296
823;20157403;201574;3;Gallardo 521;;Gallardo 521;Jardín de Infantes Nucleado B (EPCjs 24/18º);JIN B (24);4641-2584;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;18;10;VERSALLES;HTAL. VELEZ SARSFIELD;94386.3;99620.1;-58.5245;-34.6327
823;20076100;200761;0;Gallardo 521;;Gallardo 521;Esc. Primaria Común Nº 24 Maipu;EPjc 24;4641-2584;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;18;10;VERSALLES;HTAL. VELEZ SARSFIELD;94386.3;99620.1;-58.5245;-34.6327
824;20158800;201588;0;Bruselas 785;;Bruselas 785;Esc. Primaria Común Nº 25 Estados Unidos de America;EPjs 25;4641-2722;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;18;10;VERSALLES;HTAL. VELEZ SARSFIELD;94548.3;100098;-58.5228;-34.6284
825;20075000;200750;0;Morón 4460;;Morón 4460;Esc. de Educ. Espec. y Form. Laboral Nº 06 Clelia Amelia C. Sessa;EEEyFL 06;4671-9991/9934;IniEsp - PriEsp - Otras;Escuela de Educación Especial y Formación Laboral;1;Dir de Educación Especial;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;97371.2;99931.9;-58.492;-34.6299
826;20172800;201728;0;Arregui 4430;Arregui 4430 bis;Arregui 4430;Escuela Infantil N° 05/18° (sede);EI 05/18 (s);4566-9998, int. 283;IniCom;EI (Escuela Infantil);1;Dir de Educación Inicial;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96343.3;101525;-58.5032;-34.6155
827;20007900;200079;0;Gallardo 149;Gallardo s/n;Gallardo 149;Colegio Nº 13 Cnel. Tomás Espora;Col 13;4641-2011/6074;MedCom;Colegio;1;Dir de Educación Media;18;9;LINIERS;HTAL. VELEZ SARSFIELD;94463.5;99063.4;-58.5237;-34.6377
827;20234900;202349;0;Gallardo 149;Gallardo s/n;Gallardo 149;Esc. de Educación Media N° 01/18° E.Reingreso;EEM 01/18 R;4641-2011/6074;MedAdu;Escuela de Educación Media de Reingreso;1;Dir de Educación Media;18;9;LINIERS;HTAL. VELEZ SARSFIELD;94463.5;99063.4;-58.5237;-34.6377
827;20236318;202363;18;Gallardo 149;Gallardo s/n;Gallardo 149;Centro de Actividades Infantiles y Juveniles Club Liniers;CAIyJ Liniers;4641-2011;Otras;Centros de Actividades Infantiles y Juveniles;1;Dir Gral de Estrategias para Educabilidad;18;9;LINIERS;HTAL. VELEZ SARSFIELD;94463.5;99063.4;-58.5237;-34.6377
828;20123100;201231;0;San Blas 5387;Victor Hugo - San Blas;San Blas 5387;Esc. de Comercio Nº 30 Dr. Esteban Agustín Gascon;EC 30;4567-0219/3679;MedCom;Escuela de Comercio;1;Dir de Educación Media;18;10;VILLA LURO;HTAL. VELEZ SARSFIELD;95814.2;99860;-58.5089;-34.6305
829;20068000;200680;0;Avda. Alvarez Jonte 5075;Alvarez Jonte 5035 - Bermudez 1950;Avda. Alvarez Jonte 5075;Esc. de Comercio Nº 33 Maipú;EC 33;4566-6220/5080;MedCom;Escuela de Comercio;1;Dir de Educación Media;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95848.3;100877;-58.5086;-34.6214
830;20123000;201230;0;Virgilio 1980;Baigorria 5450 - Moliere 1950 - Moliere s/n;Virgilio 1980;Esc. Técnica Nº 27 Hipolito Yrigoyen;ET 27;4567-2244/4341;MedCom;Escuela Técnica;1;Dir de Educación Técnica;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95004.3;100880;-58.5178;-34.6213
831;20074600;200746;0;Avda. Lope de Vega 2150;Baigorria s/n - Virgilio s/n;Avda. Lope de Vega 2150;Esc. Técnica Nº 35 Ing. Eduardo Latzina;ET 35;4567-5838/1441;MedCom - Otras;Escuela Técnica - CAET;1;Dir de Educación Técnica;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95113.3;100951;-58.5166;-34.6207
832;20124400;201244;0;Alejandro Magariños Cervantes 5068;Lope de Vega 923;Alejandro Magariños Cervantes 5068;Esc. de Cerámica Fernando Arranz;ECer F Arranz;4567-3613/8211;MedCom - MedArt - Otras;Escuela de Cerámica;1;Dir de Educación Artística;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;96292.2;99972.5;-58.5037;-34.6295
832;20121900;201219;0;Alejandro Magariños Cervantes 5068;Lope de Vega 923;Alejandro Magariños Cervantes 5068;Esc. de Danzas Nº 02 Jorge Donn;EDan 02 J Donn;4567-3322/6561;MedCom - MedArt - Otras;Escuela de Danzas;1;Dir de Educación Artística;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;96292.2;99972.5;-58.5037;-34.6295
833;20172300;201723;0;Chivilcoy 1820;Chivilcoy 1800 - E. Gonzalez s/n;Chivilcoy 1820;Esc. de Educ. Espec. Nº 27 Dra. Lidia F. de Coriat;EEE 27;4568-5303;IniEsp;Escuela de Educación Especial;1;Dir de Educación Especial;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;97010.3;101319;-58.4959;-34.6174
833;20069700;200697;0;Chivilcoy 1820;Chivilcoy 1800 - E. Gonzalez s/n;Chivilcoy 1820;Esc. de Educ. Espec. y Form. Laboral Nº 29 Dr. Osvaldo Magnasco;EEEyFL 29;4568-5303/5334;IniEsp - PriEsp - Otras;Escuela de Educación Especial y Formación Laboral;1;Dir de Educación Especial;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;97010.3;101319;-58.4959;-34.6174
834;20008000;200080;0;San Blas 4356;;San Blas 4356;Esc. de Recuperación Nº 18;ER 18;4567-3044;PriEsp;Escuela de Recuperación;1;Dir de Educación Especial;18;10;FLORESTA;HTAL. VELEZ SARSFIELD;96953.3;100817;-58.4965;-34.6219
835;20274000;202740;0;Cnel. Pedro Calderón de la Barca 1550;;Cnel. Pedro Calderón de la Barca 1550;Jardín Maternal Nº 06/18º;JM 06/18;4639-3441;IniCom;JM (Jardín Maternal);1;Dir de Educación Inicial;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95941.3;100441;-58.5076;-34.6253
836;20235400;202354;0;Miranda 4173;;Miranda 4173;Centro Educativo de Nivel Secundario N° 73;CENS 73;4648-1632;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96875.6;101378;-58.4974;-34.6168
840;20201302;202013;2;Avda. Segurola 1949;;Avda. Segurola 1949;Centro de Formación Profesional N° 04 - Hosp. de Rehabilitación M. Rocca;CFP 04 Rocca (a);4686-2196;Otras;CFP (Centro de Formación Profesional);1;Gerencia Operativa de Educación y Trabajo;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96477.1;101212;-58.5017;-34.6183
844;20003701;200037;1;Alagón 300;Cnel. Pagola 4181;Alagón 300;Jardín de Infantes Nucleado B Homero Manzi (EPCjs 01/19º);JIN B (01);4923-9002;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103867;98424.6;-58.4211;-34.6435
844;20003800;200038;0;Alagón 300;Cnel. Pagola 4181;Alagón 300;Esc. Primaria Común N° 01 María Silventi de Amato;EPjs 01;4923-9002;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103867;98424.6;-58.4211;-34.6435
845;20105801;201058;1;Tilcara 3365;;Tilcara 3365;Jardín de Infantes Nucleado A (EPCjs 02/19º);JIN A (02);4918-7654;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103929;97179.7;-58.4204;-34.6547
845;20015400;200154;0;Tilcara 3365;;Tilcara 3365;Esc. Primaria Común N° 02 Dr. Genaro Sisto;EPjs 02;4918-7654;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103929;97179.7;-58.4204;-34.6547
846;20003900;200039;0;Tilcara 2856;;Tilcara 2856;Esc. Primaria Común N° 03 Prof. Carlos Justo Florit;EPjc 03;4918-3640;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103787;97830.7;-58.422;-34.6488
847;20004000;200040;0;Avda. Riestra 1850;;Avda. Riestra 1850;Esc. Primaria Común N° 04 Ricardo Güiraldes;EPjs 04;4918-8935;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;19;7;FLORES;HTAL. DR. P. PIÑERO;102511;98042.8;-58.4359;-34.6469
848;20004100;200041;0;Avda. Caseros 4050;;Avda. Caseros 4050;Esc. Primaria Común N° 05 Provincia de Corrientes;EPjc 05;4925-1525;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103828;98803.7;-58.4216;-34.64
848;20194400;201944;0;Avda. Caseros 4050;;Avda. Caseros 4050;Centro Educativo Complementario de Educación Plástica Nº 19;CEC Plástica 19;4925-1525;Otras;Centro Educ. Complementario de Plástica;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;103828;98803.7;-58.4216;-34.64
849;20041800;200418;0;Echauri 1576;;Echauri 1576;Esc. Primaria Común N° 06 Dr. Adolfo Saldías;EPjc 06;4919-5295;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104207;96882.7;-58.4174;-34.6574
850;20004200;200042;0;Quilmes 473;;Quilmes 473;Esc. Primaria Común N° 07 Aeronáutica Argentina;EPjc 07;4923-1183;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104194;98261.7;-58.4176;-34.6449
850;20217200;202172;0;Quilmes 473;;Quilmes 473;Centro Educativo Complementario de Idiomas Extranjeros Nº 19;CECIE 19;4923-1183;Otras;Centro Educ. Complementario de Idioma;1;Dir de Educación Primaria;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104194;98261.7;-58.4176;-34.6449
851;20105803;201058;3;Avda. Intendente Francisco Rabanal 2275;Carlos María Ramírez 2272;Carlos María Ramírez 2272;Jardín de Infantes Nucleado A (EPCjc 08/19º);JIN A (08);4918-4803;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;19;8;VILLA SOLDATI;HTAL. J.M. PENNA;103148;96650.8;-58.429;-34.6595
851;20015300;200153;0;Avda. Intendente Francisco Rabanal 2275;Carlos María Ramírez 2278;Avda. Intendente Francisco Rabanal 2275;Esc. Primaria Común Nº 08 Luis Federico Leloir;EPjc 08;4918-4803;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;19;8;VILLA SOLDATI;HTAL. J.M. PENNA;103148;96650.8;-58.429;-34.6595
840;20072200;200722;0;Avda. Segurola 1949;;Avda. Segurola 1949;Esc. de Educ. Esp. Hospital Rehabilitación Manuel Roca;EEEsp Hosp Rehab Roca;4630-4723/4724;IniEsp - PriEsp;No Corresponde (Salud);1;Salud (GCBA);18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96477.1;101212;-58.5017;-34.6183
25;20123200;201232;0;Lavalle 1681;Rodríguez Peña 551;Rodríguez Peña 551;Esc. Técnica Nº 19 Alejandro Volta;ET 19;4371-5611/4192;MedCom;Escuela Técnica;1;Dir de Educación Técnica;1;1;SAN NICOLAS;HTAL. DR. J.M. RAMOS MEJÍA;106646;102916;-58.3908;-34.603
26;20084400;200844;0;Esmeralda 285;Sarmiento 790;Esmeralda 285;Esc. de Danzas Aída Victoria Mastrazzi;EDan A V Mastrazzi;4326-5478/2942;MedCom - MedArt - Otras;Escuela de Danzas;1;Dir de Educación Artística;1;1;SAN NICOLAS;HTAL. DR. C. ARGERICH;107832;102693;-58.3779;-34.605
2357;20076422;200764;22;Paraguay 2567;;Paraguay 2567;Curso Vocacional de Folklore Nº 22;CV Folk 22;4326-5478;Otras;Escuela de Danzas;1;Dir de Educación Artística;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105410;103560;-58.4043;-34.5972
27;20242200;202422;0;Juncal 1258;;Juncal 1258;Ciclo Básico de Formación Ocupacional N° 04;CBO 04;4812-3540;Otras;CBO (Centro Básico de Formación Ocupacional);1;Dir de Educación Media;1;1;RETIRO;HTAL. J.A.FERNANDEZ;107156;104030;-58.3853;-34.5929
27;20128700;201287;0;Juncal 1258;;Juncal 1258;Instituto de Formación Técnica Superior Nº 14;IFTS 14;4812-3540;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;1;1;RETIRO;HTAL. J.A.FERNANDEZ;107156;104030;-58.3853;-34.5929
28;20039000;200390;0;Juncal 3251;;Juncal 3251;Esc. de Comercio Nº 26 Enrique de Vedia;EC 26;4807-2967/2966;MedAdu;Escuela de Comercio;1;Dir de Educación Media;1;14;PALERMO;HTAL. J.A.FERNANDEZ;104852;104880;-58.4104;-34.5853
28;20070800;200708;0;Juncal 3251;;Juncal 3251;Esc. Normal Superior en Lenguas Vivas Sofia Esther Broquen de Spangenberg;ENS S E B Spangenberg;4807-2966/58;IniCom - PriCom - MedCom - SNUCom;Escuela Normal Superior;1;Dir de Formación Docente;1;14;PALERMO;HTAL. J.A.FERNANDEZ;104852;104880;-58.4104;-34.5853
29;20142300;201423;0;Avda. Córdoba 1951;Ayacucho 875 - Paraguay 1950;Paraguay 1950;Esc. de Comercio Nº 10 Islas Malvinas;EC 10;4811-9615 4813-7703;MedAdu;Escuela de Comercio;1;Dir de Educación Media;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;106254;103298;-58.3951;-34.5995
29;20123400;201234;0;Avda. Córdoba 1951;Ayacucho 875 - Paraguay 1950;Ayacucho 875;Liceo Nº 04 Remedios de Escalada de San Martin;Lic 04;4811-9615 4813-7703;MedCom;Liceo;1;Dir de Educación Media;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;106254;103298;-58.3951;-34.5995
29;20069600;200696;0;Avda. Córdoba 1951;Ayacucho 875 - Paraguay 1950;Avda. Córdoba 1951;Esc. Normal Superior Nº 01 en Lenguas Vivas Presidente R. Saenz Peña;ENS 01 S Peña;4812-5602 4813-0534;IniCom - PriCom - MedCom - SNUCom;Escuela Normal Superior;1;Dir de Formación Docente;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;106254;103298;-58.3951;-34.5995
30;20171700;201717;0;Avda. Callao 450;E. S. Discepolo 450;Avda. Callao 450;Liceo Nº 07 Domingo Faustino Sarmiento;Lic 07;4372-2157;MedCom;Liceo;1;Dir de Educación Media;1;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106491;102821;-58.3925;-34.6038
38;20110600;201106;0;Avda. Rivadavia 1445;Avda. Rivadavia 1447 - Avda. Rivadavia 1453;Avda. Rivadavia 1453 piso 1°;Instituto de Formación Técnica Superior Nº 08;IFTS 08;4384-9206;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;1;1;SAN NICOLAS;HTAL. DR. J.M. RAMOS MEJÍA;107007;102276;-58.3869;-34.6087
746;20035100;200351;0;José Cubas 4440;;José Cubas 4440;Esc. Primaria Común N° 07 Gral. Máximo de Zamudio;EPjc 07;4501-4739;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;94863.4;103190;-58.5193;-34.6005
747;20158702;201587;2;Mercedes 4966;;Mercedes 4966;Jardín de Infantes Nucleado A (EPCjs 08/16º);JIN A (08);4501-4837;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;94871.4;103978;-58.5192;-34.5934
747;20061800;200618;0;Mercedes 4966;;Mercedes 4966;Esc. Primaria Común Nº 08 San Juan Bosco;EPjs 08;4501-4837;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;94871.4;103978;-58.5192;-34.5934
748;20169204;201692;4;Iberá 5734;;Iberá 5734;Jardín de Infantes Nucleado C (EPCjc 09/16º);JIN C (09);4572-3558;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;12;VILLA URQUIZA;HTAL. DR. PIROVANO;96831.5;106454;-58.4978;-34.5711
748;20034100;200341;0;Iberá 5734;;Iberá 5734;Esc. Primaria Común Nº 09 Irlanda;EPjc 09;4572-3558;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;16;12;VILLA URQUIZA;HTAL. DR. PIROVANO;96831.5;106454;-58.4978;-34.5711
749;20136902;201369;2;Pedro Morán 2899;Pedro Morán 2899 - Nazca s/n (altura 3800);Pedro Morán 2899;Jardín de Infantes Nucleado B Juana Azurduy (EPCjc 11/16º);JIN B (11);4572-5388;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;15;AGRONOMIA;HTAL. DR. A. ZUBIZARRETA;96986.4;104074;-58.4961;-34.5925
749;20061500;200615;0;Pedro Morán 2899;Pedro Morán 2899 - Nazca s/n (altura 3800);Pedro Morán 2899;Esc. Primaria Común Nº 11 Congreso de Tucumán;EPjc 11;4572-5388;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;16;15;AGRONOMIA;HTAL. DR. A. ZUBIZARRETA;96986.4;104074;-58.4961;-34.5925
750;20159701;201597;1;Avda. Crisólogo Larralde 5934;;Avda. Crisólogo Larralde 5934;Jardín de Infantes Nucleado D (EPCjs 12/16º);JIN D (12);4572-8226;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;12;VILLA URQUIZA;HTAL. DR. PIROVANO;96372.5;106943;-58.5028;-34.5667
750;20049700;200497;0;Avda. Crisólogo Larralde 5934;;Avda. Crisólogo Larralde 5934;Esc. Primaria Común Nº 12 Cardenal Pacelli;EPjs 12;4572-8226;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;16;12;VILLA URQUIZA;HTAL. DR. PIROVANO;96372.5;106943;-58.5028;-34.5667
751;20159702;201597;2;Gral. José Gervasio de Artigas 5645;;Gral. José Gervasio de Artigas 5645;Jardín de Infantes Nucleado D (EPCjs 13/16º);JIN D (13);4572-4992;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;12;VILLA PUEYRREDON;HTAL. DR. PIROVANO;96243.5;105915;-58.5042;-34.5759
751;20118500;201185;0;Gral. José Gervasio de Artigas 5645;;Gral. José Gervasio de Artigas 5645;Esc. Primaria Común Nº 13 Hilarion Maria Moreno;EPjs 13;4572-4992;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;16;12;VILLA PUEYRREDON;HTAL. DR. PIROVANO;96243.5;105915;-58.5042;-34.5759
752;20220600;202206;0;Juramento 5775;Ceretti 2035;Ceretti 2035;Jardín de Infantes Común Nº 04/16º Dr. Florencio Escardo;JIC 04/16;4521-2400;IniCom;JIC (Jardín de Infantes Común);1;Dir de Educación Inicial;16;12;VILLA URQUIZA;HTAL. DR, E. TORNÚ;97584.4;105254;-58.4896;-34.5819
752;20099400;200994;0;Juramento 5775;Ceretti 2035;Juramento 5775;Esc. Primaria Común Nº 14 Leopoldo Lugones;EPjs 14;4521-2574;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;16;12;VILLA URQUIZA;HTAL. DR, E. TORNÚ;97584.4;105254;-58.4896;-34.5819
753;20158700;201587;0;Obispo San Alberto 3370;;Obispo San Alberto 3370;Jardín de Infantes Nucleado A (EPCjs 15/16º) [Sede];JIN A (15) (s);4571-8554;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95539.5;104785;-58.5119;-34.5861
753;20153900;201539;0;Obispo San Alberto 3370;;Obispo San Alberto 3370;Esc. Primaria Común Nº 15 República Bolivariana de Venezuela;EPjs 15;4571-4058;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95539.5;104785;-58.5119;-34.5861
754;20136903;201369;3;Gabriela Mistral 3376;;Gabriela Mistral 3376;Jardín de Infantes Nucleado B Juana Azurduy (EPCjc 16/16º);JIN B (16);4572-2000;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95942.4;104243;-58.5075;-34.591
754;20152100;201521;0;Gabriela Mistral 3376;;Gabriela Mistral 3376;Esc. Primaria Común Nº 16 Ricardo Rojas;EPjc 16;4572-2000;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95942.4;104243;-58.5075;-34.591
755;20169200;201692;0;Vallejos 2555;;Vallejos 2555;Jardín de Infantes Nucleado C (EPCjs 17/16º) [Sede];JIN C (17) (s);4571-2528;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;12;VILLA PUEYRREDON;HTAL. DR. A. ZUBIZARRETA;96919.4;104884;-58.4969;-34.5852
755;20046300;200463;0;Vallejos 2555;;Vallejos 2555;Esc. Primaria Común Nº 17 Gregoria Matorras y del Ser de San Martin;EPjc 17;4571-2528;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;16;12;VILLA PUEYRREDON;HTAL. DR. A. ZUBIZARRETA;96919.4;104884;-58.4969;-34.5852
756;20159703;201597;3;Medeyros 3555;;Medeyros 3555;Jardín de Infantes Nucleado D (EPCjc 18/16º);JIN D (18);4572-4049;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;16;12;VILLA URQUIZA;HTAL. DR. PIROVANO;96019.5;106657;-58.5067;-34.5693
